"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","ISBN","ISSN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes"
"Harri Potter i napivkrovnyĭ prynt︠s︡","Harry Potter and the half-blood prince. Ukrainian","013430907","Monograph","Language material ; Text","Volume","","9789667047290","","Rowling, J. K.","","person","","Rowling, J. K. [person] ; Morozov, Viktor [person]","","","Ukraine","Kyïv","A-Ba-Ba-Ha-La-Ma-Ha","2006","","574 pages, 21 cm","","YF.2007.a.21134","Hogwarts School of Witchcraft and Wizardry (Imaginary place)--Juvenile fiction ; Magic--Juvenile fiction ; Potter, Harry, (Fictitious character)--Juvenile fiction ; England--Juvenile fiction ; Wizards--Juvenile fiction","Children's fiction","Ukrainian",""
"Harri Potter i smertelʹni relikviï","Harry Potter and the deathly hallows. Ukrainian ; Гаррi Поттер i смертельнi релiквiї","018644691","Monograph","Language material ; Text","Volume","","9789667047702","","Rowling, J. K.","","person","author","Rowling, J. K., author [person]","","","Ukraine","Kyïv ; Київ","A-ba-ba-ha-la-ma-ha ; A-бa-тa-гa-гa-мa-гa","2016","","636 pages, cover colour illustrations, 21 cm","","YF.2018.a.5883","Potter, Harry, (Fictitious character)--Juvenile fiction ; Fantasy fiction, English--Translations into Ukrainian ; Rowling, J. K.--Translations into Ukrainian","Children's fiction ; Translations into Ukrainian","Ukrainian",""
"Harri Potter i tai︠e︡mna kimnata","Harry Potter and the chamber of secrets. Ukrainian","013462303","Monograph","Language material ; Text","Volume","","9789667047344","","Rowling, J. K.","","person","","Rowling, J. K. [person] ; Morozov, Viktor [person]","","","Ukraine","Kyïv","A-Ba-Ba-Ha-La-Ma-Ha","2002","","344 pages, 21 cm","","YF.2006.a.17852","Hogwarts School of Witchcraft and Wizardry (Imaginary place)--Juvenile fiction ; Magic--Juvenile fiction ; Potter, Harry, (Fictitious character)--Juvenile fiction ; England--Juvenile fiction ; Wizards--Juvenile fiction","Children's fiction","Ukrainian",""
"Harri Potter i v'i︠a︡zenʹ Azkabanu","Harry Potter and the prisoner of Azkaban. Ukrainian","013131824","Monograph","Language material ; Text","Volume","","9789667047368","","Rowling, J. K.","","person","","Rowling, J. K. [person] ; Malkovych, Ivan [person] ; Morozov, Viktor [person]","","","Ukraine","Kyïv","A-Ba-Ba-Ha-La-Ma-Ha","2002","","381 pages, 21 cm","","YF.2005.a.10435","Hogwarts School of Witchcraft and Wizardry (Imaginary place)--Juvenile fiction ; Magic--Juvenile fiction ; Potter, Harry, (Fictitious character)--Juvenile fiction ; England--Juvenile fiction ; Wizards--Juvenile fiction","Children's fiction","Ukrainian",""
"Harrius Potter et camera secretorum","Harry Potter and the chamber of secrets. English","017611420","Monograph","Language material ; Text","Volume","GBB5G2346","9781408869116","","Rowling, J. K.","","person","author","Needham, Peter, translator [person] ; Rowling, J. K., author [person]","","","England","London","Bloomsbury","2016","","277 pages, 20 cm","823.914","","Potter, Harry, (Fictitious character)--Juvenile fiction ; Wizards--Juvenile fiction ; Hogwarts School of Witchcraft and Wizardry (Imaginary organization)--Juvenile fiction","Children's fiction ; Fantasy","Latin","Translated from the English"
"Harrius Potter et philosophi lapis","Harry Potter and the philosopher's stone. Latin","010090629","Monograph","Language material ; Text","Volume","GBA339558","9780747561965 ; 9781582348254","","Rowling, J. K.","","person","","Rowling, J. K. [person] ; Needham, Peter [person]","","","England","London","Bloomsbury","2003","","249 pages, 21 cm","823.914","Nov.2003/952","Potter, Harry, (Fictitious character)--Juvenile fiction ; Magic--Juvenile fiction ; Wizards--Juvenile fiction","Children's fiction ; Fantasy","Latin",""
"Harry Potter & the Deathly Hallows","Harry Potter and the Deathly Hallows","017380636","Monograph","Language material ; Text","Volume","GBB569853","9781408865453","","Rowling, J. K.","","person","author","Rowling, J. K., author [person]","The Harry Potter series","","England","London","Bloomsbury","2015","","619 pages, illustrations, 21 cm","823.914","YKL.2016.a.3698","Hogwarts School of Witchcraft and Wizardry (Imaginary organization)--Fiction ; Potter, Harry, (Fictitious character)--Fiction ; Wizards--Fiction","Fantasy ; Fiction","English","Originally published: 2007"
"Harry Potter & the Order of the Phoenix","Harry Potter and the order of the phoenix","017380634","Monograph","Language material ; Text","Volume","GBB569851","9781408865439","","Rowling, J. K.","","person","author","Rowling, J. K., author [person]","The Harry Potter series","","England","London","Bloomsbury","2015","","799 pages, illustrations, 21 cm","823.914","YKL.2016.a.3695","Hogwarts School of Witchcraft and Wizardry (Imaginary organization)--Fiction ; Potter, Harry, (Fictitious character)--Fiction ; Wizards--Fiction","Fantasy ; Fiction","English",""
"Harry Potter & the chamber of secrets","Harry Potter and the chamber of secrets","017380631","Monograph","Language material ; Text","Volume","GBB569848","9781408865408","","Rowling, J. K.","","person","author","Rowling, J. K., author [person]","","","England","London","Bloomsbury","2015","","359 pages, illustrations, 21 cm","823.914","Nov.2016/1599","Hogwarts School of Witchcraft and Wizardry (Imaginary organization)--Fiction ; Potter, Harry, (Fictitious character)--Fiction ; Wizards--Fiction","Fantasy ; Fiction","English","Originally published: 1998 ; illustrations on lining papers"
"Harry Potter & the goblet of fire","Harry Potter and the goblet of fire","017380633","Monograph","Language material ; Text","Volume","GBB569850","9781408865422","","Rowling, J. K.","","person","author","Rowling, J. K., author [person]","The Harry Potter series","","England","London","Bloomsbury","2015","","616 pages, illustrations, 21 cm","823.914","YKL.2016.a.3700","Hogwarts School of Witchcraft and Wizardry (Imaginary organization)--Fiction ; Potter, Harry, (Fictitious character)--Fiction ; Wizards--Fiction","Fantasy ; Fiction","English",""
"Harry Potter & the half-blood prince","Harry Potter and the half-blood prince","017380635","Monograph","Language material ; Text","Volume","GBB569852","9781408865446","","Rowling, J. K.","","person","author","Rowling, J. K., author [person]","The Harry Potter series","","England","London","Bloomsbury","2015","","541 pages, illustrations, 21 cm","823.914","YKL.2016.a.3699","Hogwarts School of Witchcraft and Wizardry (Imaginary organization)--Fiction ; Potter, Harry, (Fictitious character)--Fiction ; Wizards--Fiction","Fantasy ; Fiction","English","Originally published: 2005"
"Harry Potter & the philosopher's stone","Harry Potter and the philosopher's stone","017380630","Monograph","Language material ; Text","Volume","GBB569847","9781408865279","","Rowling, J. K.","","person","author","Rowling, J. K., author [person]","The Harry Potter series","","England","London","Bloomsbury","2015","","331 pages, illustrations, 21 cm","823.914","YKL.2016.a.3696","Hogwarts School of Witchcraft and Wizardry (Imaginary organization)--Fiction ; Potter, Harry, (Fictitious character)--Fiction ; Wizards--Fiction","Fantasy ; Fiction","English",""
"Harry Potter & the prisoner of Azkaban","Harry Potter and the prisoner of Azkaban","017380632","Monograph","Language material ; Text","Volume","GBB569849","9781408865415","","Rowling, J. K.","","person","author","Rowling, J. K., author [person]","The Harry Potter series","","England","London","Bloomsbury","2015","","461 pages, illustrations, 21 cm","823.914","YKL.2016.a.3697","Hogwarts School of Witchcraft and Wizardry (Imaginary organization)--Fiction ; Potter, Harry, (Fictitious character)--Fiction ; Wizards--Fiction","Fantasy ; Fiction","English",""
"Harry Potter - The Amazing Quiz Book : 2023 Edition","","020866419","Monograph","Language material","","","9781837911356","","Taylor, Frankie","","person","author","Taylor, Frankie, author [person]","","","England","Luton","Andrews ; Ingram","2022","","90 pages, 23 x 15 x 1 cm","","","","","English","paperback / softback. Trade paperback (US) . Unsewn / adhesive bound"
"Harry Potter - The Amazing Quiz Book","","018621685","Monograph","Language material ; Text","Online resource","GBB7N9671","9781783330362 ; 9781783330379","","Taylor, Frankie","","person","","Taylor, Frankie [person]","","","England","Luton","Andrews","2013","","1 online resource (91 pages)","823.91","ELD.DS.229184","LITERARY CRITICISM--European--English, Irish, Scottish, Welsh ; Magic ; Magic--Miscellanea ; Potter, Harry, (Fictitious character) ; Hogwarts School of Witchcraft and Wizardry (Imaginary organization) ; Fiction--Media Tie-In ; Potter, Harry, (Fictitious character)--Miscellanea ; Games--Quizzes ; Hogwarts School of Witchcraft and Wizardry (Imaginary organization)--Miscellanea ; Rowling, J. K","","English",""
"Harry Potter - ein Literatur- und Medienereignis im Blickpunkt interdisziplinärer Forschung","","013749667","Monograph","Language material ; Text","Volume","","9783825872427","","","","","","Garbe, Christine [person] ; Philipp, Maik, 1979- [person]","Literatur, Medien, Rezeption","Band 1 [Literatur, Medien, Rezeption]","Germany","Münster","","2006","","326 pages, illustrations, 21 cm","","YF.2008.a.32962","Potter, Harry, (Fictitious character) ; Rowling, J. K","","German",""
"Harry Potter - the artifact vault","","017871083","Monograph","Cartographic image ; Language material ; Still image ; Text","Sheet ; Volume","GBB677017","9781785652882","","Revenson, Jody","","person","author","Revenson, Jody, author [person]","","","England","London","Titan","2016","","207 pages, illustrations (black and white and colour), 29 cm + 1 poster (folded)","791.4372","LC.31.b.17487","Stage props ; Harry Potter films ; Cinematography--Special effects","","English","'An Insight Editions book'"
"Harry Potter - the catalyst","","009917669","Monograph","Language material ; Text","Volume","GBA323267","","","More, Jacques R. (Jacques Robert)","1958-","person","","More, Jacques R. (Jacques Robert), 1958- [person]","","","England","London","Jarom","2002","","7 pages, 21 cm","230","YK.2003.b.2128","Rowling, J. K.--Criticism and interpretation ; Christianity and literature","","English",""
"Harry Potter 3 : transforming pictures book","","006941116","Monograph","Language material ; Text","Volume","GBA4Y9804","9780563492634","","","","","","","","","England","London","","2004","","16 pages, chiefly colour illustrations, 21 x 25 cm","709.04072","","Potter, Harry, (Fictitious character)--Pictorial works--Juvenile literature ; Optical illusions in art--Juvenile literature","Children's literature ; Pictorial work","English","Film tie-in"
"Harry Potter : Hedwig owl and sticker book","","016620254","Monograph","Language material ; Still image ; Text","Volume","","9780762440627","","","","","","","","","England","","Running","2014","","1 volume","","CLE.2014.a.101","","","English","Hedwig Owl and sticher book"
"Harry Potter : Magical Creatures : A Movie Scrapbook","","020470490","Monograph","Language material","","","9781526644299","","","","","","","","","England","","Bloomsbury","2021","","46 pages","","YKL.2022.a.25394","","","English",""
"Harry Potter : The Story of a Global Business Phenomenon","","017812568","Monograph","Language material","","","9781349301089","","Gunelius, S.","","person","","Gunelius, S. [person]","","","England","Basingstoke","Macmillan ; Palgrave Macmillan ; Springer ; United Book","2017","","xix, 194 pages, biography, 23 x 15 cm","","","","","English","paperback"
"Harry Potter : a Christian chronicle","","015856648","Monograph","Language material ; Text","Volume","GBB189508","9781846246814","","Falaschi-Ray, Sonia","","person","","Falaschi-Ray, Sonia [person]","","","England","Brighton","Book Guild","2011","","xiv, 96 pages, illustrations, 22 cm","823.914","YK.2012.a.23520","Rowling, J. K.--Criticism and interpretation ; Potter, Harry, (Fictitious character) ; Christian art and symbolism in literature","","English",""
"Harry Potter : a history of magic : the book of the exhibition, 20 October 2017","","018459684","Monograph","Language material ; Text","Volume","GBB7D6705","9781408890769","","","","","","British Library [organisation]","","","England","London","Bloomsbury","2017","","1 volume, 27 cm","823.92","","Potter, Harry, (Fictitious character) ; Harry Potter films ; Rowling, J. K","","English","Additional physical form: ebook version. 9781781109472"
"Harry Potter : a history of magic : the book of the exhibition, 20 October 2017","","018568458","Monograph","Language material ; Text","Online resource (ebook)","GBB7K0794","9781781109472 ; 9781781109656","","","","","","British Library [organisation]","","","England","London","Pottermore from J.K. Rowling","2017","","1 online resource","823.92","","Potter, Harry, (Fictitious character) ; Harry Potter films ; Rowling, J. K","","English","Additional physical form: Print version. 9781408890769"
"Harry Potter : a history of magic","","019008769","Monograph","Language material ; Still image ; Text","Volume","GBB8E6726","9781526607072","","","","","","British Library [organisation]","","","England","London","Bloomsbury","2018","","249 pages, illustrations (black and white and colour), 27 cm","823.92","YC.2019.b.1230","Magic--History ; Potter, Harry, (Fictitious character) ; Harry Potter films ; Rowling, J. K","","English","'This book is based on the British Library exhibition Harry Potter: a history of magic'--Title-page verso ; Includes index ; Originally published: London: Bloomsbury, 2017"
"Harry Potter : a journey through a history of magic","","018459685","Monograph","Language material ; Text","Volume","GBB7D6706","9781408890776","","","","","","British Library [organisation]","","","England","London","Bloomsbury","2017","","1 volume, 25 cm","823.92","","Harry Potter films--Juvenile literature ; Rowling, J. K.--Juvenile literature ; Potter, Harry, (Fictitious character)--Juvenile literature","Children's literature","English","Additional physical form: ebook version. 9781781109496 ; Published in association with The British Library"
